product_id,question_id,question_text,question_date,answer_id,answer_text,answer_date,answer_helpful_yes,answer_helpful_no
9,9-4,Id non sed voluptas?,1 months ago,9-4-4,In nihil libero rerum voluptatem pariatur sit illo!,7 months ago,2,4
9,9-4,Id non sed voluptas?,1 months ago,9-4-5,Ipsum praesentium commodi saepe assumenda!,8 months ago,4,11
9,9-4,Id non sed voluptas?,1 months ago,9-4-6,Nemo eum aliquam quibusdam possimus commodi!,9 months ago,1,7
9,9-4,Id non sed voluptas?,1 months ago,9-4-7,Illo et ipsam facere mollitia nemo dicta itaque!,4 months ago,6,10
9,9-4,Id non sed voluptas?,1 months ago,9-4-8,Quae aliquid nisi quis facere esse!,7 months ago,3,6
9,9-4,Id non sed voluptas?,1 months ago,9-4-9,Et mollitia quasi hic!,5 months ago,11,9
9,9-5,Eius aut non dolorem sed sint omnis ex?,5 months ago,9-5-1,Quo quo ullam tenetur vitae!,0 months ago,5,10
9,9-5,Eius aut non dolorem sed sint omnis ex?,5 months ago,9-5-2,Velit qui id vitae!,0 months ago,1,3
9,9-5,Eius aut non dolorem sed sint omnis ex?,5 months ago,9-5-3,Inventore rem eos quod maiores tempora!,9 months ago,1,10
9,9-5,Eius aut non dolorem sed sint omnis ex?,5 months ago,9-5-4,Expedita minima eum aut!,4 months ago,11,11
9,9-5,Eius aut non dolorem sed sint omnis ex?,5 months ago,9-5-5,Sint quia consequuntur sunt temporibus enim assumenda minus eius!,6 months ago,10,7
9,9-5,Eius aut non dolorem sed sint omnis ex?,5 months ago,9-5-6,Iste accusantium blanditiis ut molestiae modi!,7 months ago,8,4
9,9-5,Eius aut non dolorem sed sint omnis ex?,5 months ago,9-5-7,Consequuntur sit mollitia eius pariatur dolor debitis libero!,8 months ago,5,5
9,9-5,Eius aut non dolorem sed sint omnis ex?,5 months ago,9-5-8,Non quia similique amet dolores aut!,5 months ago,4,4
9,9-6,Dolore quidem non dicta?,11 months ago,9-6-1,Cupiditate fuga mollitia eligendi omnis ipsam temporibus rerum quasi dolores!,6 months ago,7,9
9,9-6,Dolore quidem non dicta?,11 months ago,9-6-2,Enim voluptate aliquam quo ut ipsa!,1 months ago,7,9
9,9-6,Dolore quidem non dicta?,11 months ago,9-6-3,Earum aliquam sapiente provident hic!,10 months ago,1,7
9,9-6,Dolore quidem non dicta?,11 months ago,9-6-4,Quos ut minus nesciunt autem!,10 months ago,11,8
9,9-6,Dolore quidem non dicta?,11 months ago,9-6-5,Quia vel fugiat in minima consectetur placeat!,10 months ago,4,6
9,9-6,Dolore quidem non dicta?,11 months ago,9-6-6,Aperiam quod soluta ut aut deleniti sunt ut!,2 months ago,4,9
9,9-6,Dolore quidem non dicta?,11 months ago,9-6-7,Tempore expedita placeat est consequatur beatae corrupti voluptatem placeat!,4 months ago,8,8
9,9-6,Dolore quidem non dicta?,11 months ago,9-6-8,Cumque nulla ipsam accusamus non vitae cupiditate qui!,8 months ago,1,3
9,9-6,Dolore quidem non dicta?,11 months ago,9-6-9,Libero possimus odit ad ex voluptate sint!,2 months ago,1,4
9,9-6,Dolore quidem non dicta?,11 months ago,9-6-10,Vitae quia consequatur ut!,2 months ago,5,4
9,9-7,Qui magnam quae voluptatum voluptatem non?,8 months ago,9-7-1,Eum in voluptas mollitia et reprehenderit totam!,0 months ago,9,1
9,9-7,Qui magnam quae voluptatum voluptatem non?,8 months ago,9-7-2,Fugit voluptas similique ut voluptas non!,6 months ago,9,10
10,10-1,Sed velit nulla occaecati mollitia hic?,5 months ago,10-1-1,Qui debitis numquam sunt illum nesciunt nesciunt officia earum qui!,9 months ago,11,7
10,10-1,Sed velit nulla occaecati mollitia hic?,5 months ago,10-1-2,Architecto et fuga eaque occaecati et alias aut!,7 months ago,6,1
10,10-1,Sed velit nulla occaecati mollitia hic?,5 months ago,10-1-3,Quod aspernatur ratione placeat labore et cum similique id nobis!,1 months ago,6,4
10,10-1,Sed velit nulla occaecati mollitia hic?,5 months ago,10-1-4,Cum ducimus odio id in!,5 months ago,2,6
10,10-1,Sed velit nulla occaecati mollitia hic?,5 months ago,10-1-5,Quia atque aspernatur quos velit veniam debitis eum omnis!,7 months ago,1,11
10,10-1,Sed velit nulla occaecati mollitia hic?,5 months ago,10-1-6,Dolor quod maiores dolore dolorem nobis cupiditate id quia!,9 months ago,9,2
10,10-1,Sed velit nulla occaecati mollitia hic?,5 months ago,10-1-7,Voluptatem saepe a consectetur voluptatum!,4 months ago,4,8
10,10-1,Sed velit nulla occaecati mollitia hic?,5 months ago,10-1-8,Rem id quidem voluptatem exercitationem sint molestias!,10 months ago,10,7
10,10-1,Sed velit nulla occaecati mollitia hic?,5 months ago,10-1-9,Ut ea sapiente!,7 months ago,6,7
10,10-1,Sed velit nulla occaecati mollitia hic?,5 months ago,10-1-10,Aut eaque libero saepe quidem maxime magni!,11 months ago,10,6
10,10-1,Sed velit nulla occaecati mollitia hic?,5 months ago,10-1-11,Ut et eos earum nihil impedit dolore commodi ut!,6 months ago,5,3
10,10-2,Ex blanditiis minus vel rerum?,5 months ago,10-2-1,Ad et accusamus odit dicta!,10 months ago,2,1
10,10-2,Ex blanditiis minus vel rerum?,5 months ago,10-2-2,Consequatur qui ut!,10 months ago,5,5
10,10-2,Ex blanditiis minus vel rerum?,5 months ago,10-2-3,Recusandae similique esse nemo laboriosam pariatur suscipit nisi debitis corporis!,10 months ago,2,10
10,10-2,Ex blanditiis minus vel rerum?,5 months ago,10-2-4,Provident in animi odio!,9 months ago,7,2
10,10-2,Ex blanditiis minus vel rerum?,5 months ago,10-2-5,Dolor tempore est similique quas in assumenda dolores laudantium omnis!,2 months ago,5,6
10,10-2,Ex blanditiis minus vel rerum?,5 months ago,10-2-6,Illo inventore et magni sit ut qui facilis sit!,5 months ago,9,9
10,10-3,Nulla sunt assumenda optio explicabo eveniet architecto ab vero et?,10 months ago,10-3-1,Nam rerum suscipit!,5 months ago,6,3
10,10-3,Nulla sunt assumenda optio explicabo eveniet architecto ab vero et?,10 months ago,10-3-2,Eaque iure aut sed eum voluptate nihil eum!,11 months ago,2,4
10,10-3,Nulla sunt assumenda optio explicabo eveniet architecto ab vero et?,10 months ago,10-3-3,Doloremque rem repudiandae dolor ex blanditiis!,0 months ago,6,11
10,10-3,Nulla sunt assumenda optio explicabo eveniet architecto ab vero et?,10 months ago,10-3-4,Laboriosam ut officiis earum ex sed sint!,5 months ago,4,1
10,10-4,Consequatur quas harum facere?,9 months ago,10-4-1,Accusantium laudantium ipsam fuga distinctio nulla!,2 months ago,11,7
10,10-5,Aspernatur ad totam molestiae?,11 months ago,10-5-1,Rerum dolores ea maiores magnam dolore consequatur animi!,9 months ago,5,7
10,10-5,Aspernatur ad totam molestiae?,11 months ago,10-5-2,Eos ipsam ipsa aut quam iusto sit omnis vel!,1 months ago,7,4
10,10-5,Aspernatur ad totam molestiae?,11 months ago,10-5-3,Eaque recusandae non!,7 months ago,9,5
10,10-5,Aspernatur ad totam molestiae?,11 months ago,10-5-4,Deleniti necessitatibus eum optio molestiae!,6 months ago,11,9
10,10-5,Aspernatur ad totam molestiae?,11 months ago,10-5-5,Aspernatur blanditiis autem et reprehenderit modi!,4 months ago,7,4
10,10-5,Aspernatur ad totam molestiae?,11 months ago,10-5-6,Ex provident quasi optio!,5 months ago,5,2
10,10-6,Debitis quae et cupiditate?,7 months ago,10-6-1,Vitae molestias debitis molestiae!,4 months ago,2,10
10,10-6,Debitis quae et cupiditate?,7 months ago,10-6-2,Explicabo est voluptas ut qui vel!,8 months ago,7,6
10,10-6,Debitis quae et cupiditate?,7 months ago,10-6-3,Sequi nemo omnis dicta error!,1 months ago,7,2
10,10-6,Debitis quae et cupiditate?,7 months ago,10-6-4,Qui eligendi sunt placeat incidunt quod dolor soluta!,3 months ago,3,6
10,10-6,Debitis quae et cupiditate?,7 months ago,10-6-5,Exercitationem aut suscipit quod amet omnis aut vitae hic!,1 months ago,4,6
10,10-6,Debitis quae et cupiditate?,7 months ago,10-6-6,Fuga fugiat laudantium saepe sequi sint delectus ex laboriosam odit!,2 months ago,9,8
10,10-7,Quaerat ducimus aperiam veniam?,11 months ago,10-7-1,Sunt velit ut voluptatum asperiores odit omnis enim quibusdam et!,0 months ago,2,6
10,10-7,Quaerat ducimus aperiam veniam?,11 months ago,10-7-2,Quia veritatis officia corporis eum!,8 months ago,10,8
10,10-8,Quia corporis quisquam sunt?,7 months ago,10-8-1,Consectetur id cupiditate!,10 months ago,6,3
10,10-9,Eveniet saepe quasi odio doloribus ea?,5 months ago,10-9-1,Explicabo ipsam eligendi!,7 months ago,5,2
10,10-9,Eveniet saepe quasi odio doloribus ea?,5 months ago,10-9-2,Ipsam et molestiae provident eos sapiente natus vero aut quia!,1 months ago,5,8
10,10-9,Eveniet saepe quasi odio doloribus ea?,5 months ago,10-9-3,Consectetur et ab et at possimus a error!,2 months ago,6,10
10,10-9,Eveniet saepe quasi odio doloribus ea?,5 months ago,10-9-4,Ea magni vel sequi sapiente sed ea beatae est rem!,5 months ago,10,1
10,10-9,Eveniet saepe quasi odio doloribus ea?,5 months ago,10-9-5,Enim vel aliquid quam provident quasi!,9 months ago,11,7
10,10-9,Eveniet saepe quasi odio doloribus ea?,5 months ago,10-9-6,Alias consectetur et veritatis ipsum assumenda!,1 months ago,8,9
10,10-9,Eveniet saepe quasi odio doloribus ea?,5 months ago,10-9-7,Ea ratione architecto natus quae eum maiores eveniet exercitationem!,7 months ago,11,10
10,10-10,Delectus assumenda tenetur debitis rerum nobis aut quos est nihil?,2 months ago,10-10-1,Eaque corporis dolore est harum eaque aut!,9 months ago,8,7
10,10-10,Delectus assumenda tenetur debitis rerum nobis aut quos est nihil?,2 months ago,10-10-2,Quibusdam vitae quos laudantium amet nihil dicta!,4 months ago,11,11
10,10-10,Delectus assumenda tenetur debitis rerum nobis aut quos est nihil?,2 months ago,10-10-3,Assumenda et nobis!,3 months ago,4,10
10,10-10,Delectus assumenda tenetur debitis rerum nobis aut quos est nihil?,2 months ago,10-10-4,Voluptatem rerum necessitatibus!,0 months ago,7,8
